지역,대학,계열,전형유형,전형명,모집단위명,2018,2019,2020,2021,2022,경쟁률 추이
강원,강릉원주대,자연,1.학생부종합,지역인재전형,해양생명과학과,3.14,2.42,1.86,1.5,2,
강원,강릉원주대,자연,1.학생부종합,지역인재전형,해양생태환경학과,3.8,2.8,2.75,1.5,1.4,
강원,강릉원주대,자연,1.학생부종합,지역인재전형,해양식품공학과,3.67,2.08,2.5,1.5,,
강원,강릉원주대,자연,1.학생부종합,지역인재전형,화학신소재학과,3.83,2,4,1.25,1.5,
강원,강릉원주대,자연,1.학생부종합,지역인재전형,환경조경학과,3,3.6,3.43,3.43,3,
강원,강릉원주대,자연,1.학생부종합,특성화고교졸업자전형(외),과학기술대학,13,13.4,10.8,4.5,,
강원,강릉원주대,자연,1.학생부종합,특성화고교졸업자전형(외),전자공학과,10,8,8,6,,
강원,강릉원주대,자연,1.학생부종합,특성화고교졸업자전형(외),토목공학과,7,10,9,3,,
강원,강릉원주대,자연,1.학생부종합,특성화고교졸업자전형(외),환경조경학과,,6,10,3,,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,간호학과,10.28,8.85,14.38,8.88,8.71,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,기계공학과,11.5,7.25,5.25,3.63,2.67,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,대기환경과학과,7.4,6.17,3.67,3.33,3,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,멀티미디어공학과,7,5.33,3.75,6,2.2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,물리학과,2.2,2.67,2.67,1.6,,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,산업경영공학과,5,4.33,4.14,2.63,1.5,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,생명화학공학과,6,4.5,7,3.67,3.67,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,생물학과,7,3.5,3.25,3.33,2.67,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,세라믹신소재공학과,4.5,3,3.5,2,1.2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,수산생명의학과,5.5,3,3.4,2.5,6.5,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,수학과,1.75,2.75,2.4,1.8,1.4,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,식물생명과학과,2.93,2.86,4.33,3.17,4,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,식품가공유통학과,3,2.17,5.75,2.75,2.2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,식품영양학과,5,3.86,8.5,5,4.6,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,신소재금속공학과,4.5,2.33,3,1.75,1.25,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,자동차공학과,,,3.38,4.5,5.4,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,전기공학과,6,5,12,6,4.2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,전자공학과,4.57,3.45,3.46,2.8,2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,정보통계학과,2.5,4,2.33,2,1.33,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,정보통신공학과,5.67,4.33,3,5.33,2.6,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,치위생학과,12.42,8.5,8,6.3,10,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,치의예과,17.5,19.77,38.38,37.77,42,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,컴퓨터공학과,7.83,5.38,10.25,7.38,3.56,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,토목공학과,9.5,6,5,2.86,4,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,해양생명과학과,2.88,3,2.71,1.57,2.67,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,해양생태환경학과,3.5,2.8,4.2,2,2,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,해양식품공학과,4.5,3.5,2.8,2.4,,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,화학신소재학과,8,2.5,4.25,1.5,1.75,
강원,강릉원주대,자연,1.학생부종합,해람인재전형,환경조경학과,4,3.22,4,3.63,3.71,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,간호학과,10,9,7,8,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,대기환경과학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,멀티미디어공학과,,,,3,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,산업경영공학과,2,2,1,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,생명화학공학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,생물학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,세라믹신소재공학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,식물생명과학과,1,3,3,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,식품가공유통학과,2,1,1,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,식품영양학과,,,,3,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,신소재금속공학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,전기공학과,4,3,3,3,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,전자공학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,정보통계학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,정보통신공학과,,,,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,치위생학과,,,,5,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,치의예과,,15,16,17,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,컴퓨터공학과,,,,2,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,토목공학과,,,,2,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,해양생태환경학과,1.5,1,1,1,,
강원,강릉원주대,자연,2.학생부교과,기회균형전형,해양식품공학과,1,1,1,1,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,간호학과,,,13.83,6.83,11,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,기계공학과,,,6,5.25,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,대기환경과학과,,,3.5,2.5,2.75,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,멀티미디어공학과,,,5.33,5,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,물리학과,,,2.33,2,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,산업경영공학과,,,7.33,3.2,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,생명화학공학과,,,4,9,2,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,생물학과,,,2.6,3,2.8,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,세라믹신소재공학과,,,3.17,3,2.25,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,수산생명의학과,,,9.75,4.33,4.83,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,수학과,,,3.5,1.5,1.5,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,식물생명과학과,,,2.88,7.8,3.5,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,식품가공유통학과,,,3.67,6.5,3.25,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,식품영양학과,,,4.8,6.4,4.25,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,신소재금속공학과,,,3.25,2.25,2.5,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,자동차공학과,,,4.33,8.67,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,전기공학과,,,14,7.57,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,전자공학과,,,3.53,5.7,3.18,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,정보통계학과,,,,2.29,2.86,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,정보통신공학과,,,8.33,4,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,컴퓨터공학과,,,5.71,6.87,5.2,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,토목공학과,,,4,6.5,3.5,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,해양생명과학과,,,3.5,3.5,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,해양생태환경학과,,,4.33,4,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,해양식품공학과,,,3.33,4,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,화학신소재학과,,,4,3.5,,
강원,강릉원주대,자연,2.학생부교과,지역교과전형,환경조경학과,,,4.5,6,4,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,간호학과,10.4,4.36,19.14,7.29,10.36,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,기계공학과,6.41,3.33,8.9,4,5.11,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,대기환경과학과,5,5.15,4.64,6.36,3,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,멀티미디어공학과,7.19,5.18,5.64,4.07,8.89,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,물리학과,15.6,5.8,3.5,1.8,,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,산업경영공학과,7.36,3.35,9.25,4.67,3.82,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,생명화학공학과,4.25,5.46,3.25,7.46,3,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,생물학과,4.89,3.2,3.33,4,2,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,세라믹신소재공학과,6.45,7.92,4,2.83,3.8,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,수산생명의학과,6.1,3.56,13.33,3,6,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,수학과,4.91,5,3.56,4.29,2.18,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,식물생명과학과,5,8.67,3.2,4.19,,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,식품가공유통학과,5.67,4.67,6.29,5.29,3.2,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,식품영양학과,10,7,3.75,9.75,6.3,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,신소재금속공학과,8.56,6.67,3.4,3,4.23,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,자동차공학과,,,7.7,6.5,4.08,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,전기공학과,7.92,5.17,5.29,14,6.14,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,전자공학과,20.23,5.14,4.17,9.22,3.78,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,정보통계학과,5.11,3.4,6,6,3.63,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,정보통신공학과,5.18,3.72,8.4,3.36,6,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,치위생학과,,,21.33,17,7.58,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,컴퓨터공학과,6.27,7.58,6.29,7.31,7.17,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,토목공학과,4.53,7.57,3.57,6.14,3.74,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,해양생명과학과,6.13,3.71,4.14,3,4.78,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,해양생태환경학과,6.8,4.55,4.46,6.54,5,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,해양식품공학과,9.17,5.36,3.77,2.85,,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,화학신소재학과,4.31,3.47,4.54,2.38,3.14,
강원,강릉원주대,자연,2.학생부교과,해람교과전형,환경조경학과,5.63,10.17,4.88,16.75,6.25,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),경영회계학부,9,5.5,9.25,9.25,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),경제정보통계학부,6.3,4.33,5,5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),관광경영학과,7.5,12.5,4.5,8.5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),교육학과,7,3,3,10,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),국어교육과,3.5,8.5,4.5,7.5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),국제무역학과,3,9,4.5,5.5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),문화인류학과,3,10,7,6,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),미디어커뮤니케이션학과,10,22,10,10,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),부동산학과,4,5,5,11,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),사회학과,6,6,10,5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),역사교육과,9,8,8,11,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),영어교육과,4,5,2.5,1.5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),윤리교육과,5,7,4,5,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),인문학부,6.2,5.62,5.92,4.62,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),일반사회교육과,5,5,3,12,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),정치외교학과,5,4,6,4,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),지리교육과,6,3,6,3,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),한문교육과,4,3,2,2,,
강원,강원대,인문,1.학생부종합,농어촌학생전형(외),행정심리학부,7,10.67,10,6,,
강원,강원대,인문,1.학생부종합,미래인재전형,간호학과(인문),,,11.75,9.5,35.4,
강원,강원대,인문,1.학생부종합,미래인재전형,경영회계학부,5.9,5.04,6.88,4.82,7.91,
강원,강원대,인문,1.학생부종합,미래인재전형,경제정보통계학부,5.1,4.59,4.18,4.18,5.89,
강원,강원대,인문,1.학생부종합,미래인재전형,관광경영학과,12.4,13.3,13.1,13.9,14.22,
강원,강원대,인문,1.학생부종합,미래인재전형,교육학과,9,10.33,7.67,8.67,8.67,
강원,강원대,인문,1.학생부종합,미래인재전형,국어교육과,8.1,8.6,5.3,4.2,6.4,
강원,강원대,인문,1.학생부종합,미래인재전형,국제무역학과,5.2,4.93,5.13,4,8.71,
강원,강원대,인문,1.학생부종합,미래인재전형,문화인류학과,,6.5,25.5,6.5,25.5,
강원,강원대,인문,1.학생부종합,미래인재전형,미디어커뮤니케이션학과,15.2,10.5,7.17,6.67,24.67,
강원,강원대,인문,1.학생부종합,미래인재전형,사회학과,8.8,11.13,13.25,9,9,
강원,강원대,인문,1.학생부종합,미래인재전형,영상문화학과,29.7,16.88,18.38,18.5,18.33,
강원,강원대,인문,1.학생부종합,미래인재전형,영어교육과,4.3,4.71,5.13,3.5,5.88,
강원,강원대,인문,1.학생부종합,미래인재전형,윤리교육과,4.3,6.75,7.5,11,11.75,
강원,강원대,인문,1.학생부종합,미래인재전형,인문학부,8.5,7.77,6.46,6.02,5.82,
강원,강원대,인문,1.학생부종합,미래인재전형,일반사회교육과,6.8,4.8,9.8,9.33,6.75,
강원,강원대,인문,1.학생부종합,미래인재전형,정치외교학과,11.3,6.75,8.75,10.75,12.25,
강원,강원대,인문,1.학생부종합,미래인재전형,한문교육과,6,6.5,5.75,5.25,5,
강원,강원대,인문,1.학생부종합,미래인재전형,행정심리학부,9.2,9.21,12,8.75,10.5,
강원,강원대,인문,1.학생부종합,저소득층학생전형(외),경영회계학부,5.9,7.57,4,6.43,,
강원,강원대,인문,1.학생부종합,저소득층학생전형(외),경제정보통계학부,6,7,4,3,,
강원,강원대,인문,1.학생부종합,저소득층학생전형(외),관광경영학과,11,8.5,5,7,,
강원,강원대,인문,1.학생부종합,저소득층학생전형(외),국제무역학과,4.3,5.67,5,3.67,,
강원,강원대,인문,1.학생부종합,저소득층학생전형(외),인문학부,13.7,8.33,8.67,5.67,,
강원,강원대,인문,2.학생부교과,국가보훈대상자전형,경영회계학부,,1.8,3.67,4.33,,
강원,강원대,인문,2.학생부교과,국가보훈대상자전형,국제무역학과,,1.5,3.5,4,,
강원,강원대,인문,2.학생부교과,국가보훈대상자전형,인문학부,,2,3.5,3.5,,
강원,강원대,인문,2.학생부교과,사회배려자전형,경영회계학부,,11.5,15.33,5.83,,
강원,강원대,인문,2.학생부교과,사회배려자전형,경제정보통계학부,,7,11.33,6.33,,
강원,강원대,인문,2.학생부교과,사회배려자전형,관광경영학과,,10.33,10.67,7,,
강원,강원대,인문,2.학생부교과,사회배려자전형,국제무역학과,,10.5,11,6,,
강원,강원대,인문,2.학생부교과,사회배려자전형,미디어커뮤니케이션학과,,8,14.5,7.5,,
